AREAGEOGRAFICA,CAPSCUOLA,CODICECOMUNESCUOLA,CODICEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONEISTITUTORIFERIMENTO,DENOMINAZIONESCUOLA,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONECOMUNE,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,INDIRIZZOSCUOLA,PROVINCIA,REGIONE,SITOWEBSCUOLA,ANNOSCOLASTICO,INDIRIZZO_TOT
NORD OVEST,10124,L219,,TO1A146004,,SS.ANNUNZIATA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smssannunziata@tiscali.it,Non Disponibile,V.FERRARI 16,TORINO,PIEMONTE,Non Disponibile,201718,"V.FERRARI 16, TORINO, Italia"
NORD OVEST,10136,L219,,TO1A5L500C,,MOBY DICK,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,"VIA ADA NEGRI,8",TORINO,PIEMONTE,Non Disponibile,201718,"VIA ADA NEGRI,8, TORINO, Italia"
NORD OVEST,10123,L219,,TO1A14200R,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.PLANA 2,TORINO,PIEMONTE,Non Disponibile,201718,"V.PLANA 2, TORINO, Italia"
NORD OVEST,10152,L219,,TO1AGF500E,,ARSENALE DELLA PACE,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,VIA ANDREIS 18/25,TORINO,PIEMONTE,Non Disponibile,201718,"VIA ANDREIS 18/25, TORINO, Italia"
NORD OVEST,10155,L219,,TO1E05800B,,CAROLINA BELTRAMI - ISTITUTO SUORE IMMACOLATINE,,TORINO,SCUOLA PRIMARIA NON STATALE,,,Non Disponibile,Non Disponibile,VIA VESTIGNE 7,TORINO,PIEMONTE,Non Disponibile,201718,"VIA VESTIGNE 7, TORINO, Italia"
NORD OVEST,10121,L219,,TO1A09400L,,VITTORIO EMANUELE  II,,TORINO,SCUOLA INFANZIA NON STATALE,,,scuolamatvemanuele@libero.it,Non Disponibile,C.so R.MARGHER.107,TORINO,PIEMONTE,Non Disponibile,201718,"C.so R.MARGHER.107, TORINO, Italia"
NORD OVEST,10125,L219,,TO1E00600P,,"""COLONNA E FINZI""",,TORINO,SCUOLA PRIMARIA NON STATALE,,,DIREZIONESCOLASTICA@TORINOEBRAICA.IT,Non Disponibile,"VIA S.ANSELMO, 7",TORINO,PIEMONTE,www.scuola-ebraica-torino.it,201718,"VIA S.ANSELMO, 7, TORINO, Italia"
NORD OVEST,10100,L219,,TO1A4G500E,,LA CASA DI KALU',,TORINO,SCUOLA INFANZIA NON STATALE,,,lacasadikalu@gmail.com,Non Disponibile,"VIA PACCHIOTTI,116",TORINO,PIEMONTE,Non Disponibile,201718,"VIA PACCHIOTTI,116, TORINO, Italia"
NORD OVEST,10143,L219,,TO1A29900D,,MARIA MONTESSORI S.R.L.,,TORINO,SCUOLA INFANZIA NON STATALE,,,INFO@SCUOLAMONTESSORI.IT,Non Disponibile,V.MIGLIARA 7,TORINO,PIEMONTE,Non Disponibile,201718,"V.MIGLIARA 7, TORINO, Italia"
NORD OVEST,10129,L219,,TO1E6R5003,,BEST,,TORINO,SCUOLA PRIMARIA NON STATALE,,,info@besttorino.com,Non Disponibile,CORSO TRENTO,TORINO,PIEMONTE,Non Disponibile,201718,"CORSO TRENTO, TORINO, Italia"
NORD OVEST,10131,L219,,TO1A30500G,,SAINT DENIS,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,STR.VAL S.MARTINO 24,TORINO,PIEMONTE,Non Disponibile,201718,"STR.VAL S.MARTINO 24, TORINO, Italia"
NORD OVEST,10151,L219,,TO1A302004,,AL BOSCHETTO,,TORINO,SCUOLA INFANZIA NON STATALE,,,info@alboschetto.org,Non Disponibile,V.VAL DELLA TORRE 61,TORINO,PIEMONTE,Non Disponibile,201718,"V.VAL DELLA TORRE 61, TORINO, Italia"
NORD OVEST,10128,L219,,TO1A301008,,IL POLLICINO,,TORINO,SCUOLA INFANZIA NON STATALE,,,ILPOLLICINO@FASTWEBNET.IT,Non Disponibile,V.ASSIETTA 17,TORINO,PIEMONTE,Non Disponibile,201718,"V.ASSIETTA 17, TORINO, Italia"
NORD OVEST,10125,L219,,TO1A12600V,,COLONNA FINZI,,TORINO,SCUOLA INFANZIA NON STATALE,,,DIREZIONESCOLASTICA@TORINOEBRAICA.IT,Non Disponibile,V.S.ANSELMO 7,TORINO,PIEMONTE,Non Disponibile,201718,"V.S.ANSELMO 7, TORINO, Italia"
NORD OVEST,10139,L219,,TO1A29800N,,BIMBI CLUB SAS,,TORINO,SCUOLA INFANZIA NON STATALE,,,BIMBIC02@BIMBICLUB.191.IT,Non Disponibile,C.SO PESCHIERA 364/A,TORINO,PIEMONTE,Non Disponibile,201718,"C.SO PESCHIERA 364/A, TORINO, Italia"
NORD OVEST,10125,L219,,TO1ANB500N,,SANTA MARIA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,"VIA SAN PIO V,11",TORINO,PIEMONTE,Non Disponibile,201718,"VIA SAN PIO V,11, TORINO, Italia"
NORD OVEST,10151,L219,,TO1A096008,,SACRO CUORE,,TORINO,SCUOLA INFANZIA NON STATALE,,,TOLUCENTO@FMA-IPI.IT,Non Disponibile,V.PIANEZZA 110,TORINO,PIEMONTE,Non Disponibile,201718,"V.PIANEZZA 110, TORINO, Italia"
NORD OVEST,10138,L219,,TO1A109005,,BORGO SAN PAOLO,,TORINO,SCUOLA INFANZIA NON STATALE,,,asilosanpaolo@libero.it,Non Disponibile,V.S.PAOLO 50,TORINO,PIEMONTE,www.asilosanpaolo.it,201718,"V.S.PAOLO 50, TORINO, Italia"
NORD OVEST,10155,L219,,TO1A10700D,,NOSTRA SIGNORA DELLA SPERANZA,,TORINO,SCUOLA INFANZIA NON STATALE,,,SPERANZADESANA18@LIBERO.IT,Non Disponibile,V.DESANA 18,TORINO,PIEMONTE,Non Disponibile,201718,"V.DESANA 18, TORINO, Italia"
NORD OVEST,10133,L219,,TO1A104002,,BORGNANA PICCO,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,C.so MONCALIERI 218,TORINO,PIEMONTE,www.borgnanapicco.it,201718,"C.so MONCALIERI 218, TORINO, Italia"
NORD OVEST,10126,L219,,TO1A10200A,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmmadamacristina@comune.torino.it,Non Disponibile,V.Madama Cristina 134,TORINO,PIEMONTE,Non Disponibile,201718,"V.Madama Cristina 134, TORINO, Italia"
NORD OVEST,10126,L219,,TO1A10000P,,BARRIERA NIZZA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmleonardodavinci@comune.torino.it,Non Disponibile,V.L.DA VINCI 8,TORINO,PIEMONTE,Non Disponibile,201718,"V.L.DA VINCI 8, TORINO, Italia"
NORD OVEST,10123,L219,,TO1AG2500B,,SAINT DENIS SCHOOL,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,"C.Moncalieri,52a- Via S.Massimo,21 bis",TORINO,PIEMONTE,www.saintdenisschool.it,201718,"C.Moncalieri,52a- Via S.Massimo,21 bis, TORINO, Italia"
NORD OVEST,10126,L219,,TOSL01500G,,GERMANA ERBA,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,Non Disponibile,Non Disponibile,C.SO M.D'AZEGLIO 17,TORINO,PIEMONTE,www.liceogermanaerba.it,201718,"C.SO M.D'AZEGLIO 17, TORINO, Italia"
NORD OVEST,10144,L219,,TORI05500A,,INTERNAZIONALE,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,internazion@hotmail.com,Non Disponibile,V.BONZANIGO 8,TORINO,PIEMONTE,www.internazionale.biz,201718,"V.BONZANIGO 8, TORINO, Italia"
NORD OVEST,10141,L219,,TOPS20500T,,MADRE MAZZARELLO,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,Non Disponibile,Non Disponibile,V.CUMIANA 2,TORINO,PIEMONTE,www.liceomazzarello.it,201718,"V.CUMIANA 2, TORINO, Italia"
NORD OVEST,10131,L219,,TOPS105001,,VALSALICE,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,SCUOLA@LICEOVALSALICE.IT,Non Disponibile,V.LE THOVEZ 37,TORINO,PIEMONTE,www.liceovalsalice.it,201718,"V.LE THOVEZ 37, TORINO, Italia"
NORD OVEST,10151,L219,,TO1A02900D,,PRINCIPESSA  ISABELLA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.GORRESIO 13,TORINO,PIEMONTE,Non Disponibile,201718,"V.GORRESIO 13, TORINO, Italia"
NORD OVEST,10129,L219,,TO1A02700T,,SANT'ANNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,istituto.santanna32@libero.it,Non Disponibile,V.MASSENA 36,TORINO,PIEMONTE,Non Disponibile,201718,"V.MASSENA 36, TORINO, Italia"
NORD OVEST,10137,L219,,TO1A290003,,ENFANTS PARADISE,,TORINO,SCUOLA INFANZIA NON STATALE,,,ENFANTS.PARADISE@LIBERO.IT,Non Disponibile,V.RUBINO 77/A,TORINO,PIEMONTE,www.enfantsparadise.it,201718,"V.RUBINO 77/A, TORINO, Italia"
NORD OVEST,10152,L219,,TOPL66500H,,M.AUSILIATRICE,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,Non Disponibile,Non Disponibile,"P.ZZA M.AUSILIATRICE,27",TORINO,PIEMONTE,www.liceoausiliatrice.it,201718,"P.ZZA M.AUSILIATRICE,27, TORINO, Italia"
NORD OVEST,10131,L219,,TOPC075007,,VALSALICE,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,SCUOLA@LICEOVALSALICE.IT,Non Disponibile,V.LE THOVEZ 37,TORINO,PIEMONTE,www.liceovalsalice.it,201718,"V.LE THOVEZ 37, TORINO, Italia"
NORD OVEST,10152,L219,,TO1A06900X,,PRINCIPESSA  CLOTILDE,,TORINO,SCUOLA INFANZIA NON STATALE,,,materna@liceoausiliatrice.it,Non Disponibile,P.za M.AUSILIATRICE 27,TORINO,PIEMONTE,http://www.istitutomariausiliatrice.it/,201718,"P.za M.AUSILIATRICE 27, TORINO, Italia"
NORD OVEST,10133,L219,,TO1E07500P,,SAINT DENIS SCHOOL,,TORINO,SCUOLA PRIMARIA NON STATALE,,,Non Disponibile,Non Disponibile,CORSO MONCALIERI52/A,TORINO,PIEMONTE,www.saintdenisschool.it,201718,"CORSO MONCALIERI52/A, TORINO, Italia"
NORD OVEST,10123,L219,,TO1A14300L,,RUDOLF STEINER,,TORINO,SCUOLA INFANZIA NON STATALE,,,asilosteiner.torino@tiscali.it,Non Disponibile,V.CAVOUR 45/D,TORINO,PIEMONTE,Non Disponibile,201718,"V.CAVOUR 45/D, TORINO, Italia"
NORD OVEST,10131,L219,,TO1A033005,,M.L.RUBATTO,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmmoncalieri48@comune.torino.it,Non Disponibile,C.SO MONCALIERI 48,TORINO,PIEMONTE,Non Disponibile,201718,"C.SO MONCALIERI 48, TORINO, Italia"
NORD OVEST,10151,L219,,TO1A03100D,,ARCOBALENO,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,P.za MANNO 22,TORINO,PIEMONTE,Non Disponibile,201718,"P.za MANNO 22, TORINO, Italia"
NORD OVEST,10153,L219,,TO1A30300X,,LE BIRBE,,TORINO,SCUOLA INFANZIA NON STATALE,,,CITYBIMBI@HOTMAIL.COM,Non Disponibile,V.GATTINARA 7,TORINO,PIEMONTE,Non Disponibile,201718,"V.GATTINARA 7, TORINO, Italia"
NORD OVEST,10147,L219,,TO1A012004,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,analadistura@comune.torino.it,Non Disponibile,V.ALA DI STURA 23,TORINO,PIEMONTE,Non Disponibile,201718,"V.ALA DI STURA 23, TORINO, Italia"
NORD OVEST,10138,L219,,TO1A011008,,PICCOLO TORINO,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmcollegno@comune.torino.it,Non Disponibile,V.COLLEGNO 65,TORINO,PIEMONTE,Non Disponibile,201718,"V.COLLEGNO 65, TORINO, Italia"
NORD OVEST,10147,L219,,TO1A009008,,FRANCESCA DURIO,,TORINO,SCUOLA INFANZIA NON STATALE,,,ASILODURIO@LIBERO.IT,Non Disponibile,V.ZUBIENA 4,TORINO,PIEMONTE,www.asilodurio.it,201718,"V.ZUBIENA 4, TORINO, Italia"
NORD OVEST,10147,L219,,TO1A00700L,,VITTORIO VENETO,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmsospello@comune.torino.it,Non Disponibile,V.SOSPELLO 64,TORINO,PIEMONTE,Non Disponibile,201718,"V.SOSPELLO 64, TORINO, Italia"
NORD OVEST,10151,L219,,TO1A02800N,,CINCINNATO 200,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,C.so CINCINNATO 200,TORINO,PIEMONTE,Non Disponibile,201718,"C.so CINCINNATO 200, TORINO, Italia"
NORD OVEST,10129,L219,,TO1A026002,,SAN SECONDO,,TORINO,SCUOLA INFANZIA NON STATALE,,,scuolamaterna.sansecondo@virgilio.it,Non Disponibile,"V.GIOBERTI,9",TORINO,PIEMONTE,Non Disponibile,201718,"V.GIOBERTI,9, TORINO, Italia"
NORD OVEST,10129,L219,,TO1A025006,,PRINCIPESSA CLOTILDE DI  SAVOIA,,TORINO,SCUOLA INFANZIA NON STATALE,,,scprincipessa.clotilde@fastwebnet.it,Non Disponibile,V.MAGENTA 29,TORINO,PIEMONTE,Non Disponibile,201718,"V.MAGENTA 29, TORINO, Italia"
NORD OVEST,10128,L219,,TO1A02400A,,S.TERESA GESU' BAMBINO,,TORINO,SCUOLA INFANZIA NON STATALE,,,scuolainfanziateresina@virgilio.it,Non Disponibile,V.G.DA VERAZZANO 58,TORINO,PIEMONTE,www.parrocchiasantateresina.torino.it,201718,"V.G.DA VERAZZANO 58, TORINO, Italia"
NORD OVEST,10129,L219,,TO1A02300E,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmgioberti@comune.torino.it,Non Disponibile,"V.GIOBERTI, 33",TORINO,PIEMONTE,Non Disponibile,201718,"V.GIOBERTI, 33, TORINO, Italia"
NORD OVEST,10143,L219,,TO1A062005,,SACRA FAMIGLIA,,TORINO,SCUOLA INFANZIA NON STATALE,,,istitutodellasacrafamigl@tin.it,Non Disponibile,V.S.DONATO 17,TORINO,PIEMONTE,www.maternasacrafamigliatorino.it,201718,"V.S.DONATO 17, TORINO, Italia"
NORD OVEST,10154,L219,,TO1A06000D,,THAON DI REVEL,,TORINO,SCUOLA INFANZIA NON STATALE,,,segreteria@maternathaondirevel-torino.it,Non Disponibile,V.LOMBARDORE 27,TORINO,PIEMONTE,Non Disponibile,201718,"V.LOMBARDORE 27, TORINO, Italia"
NORD OVEST,10154,L219,,TO1A059009,,IMMACOLATA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,"VIA VESTIGNE', 7",TORINO,PIEMONTE,Non Disponibile,201718,"VIA VESTIGNE', 7, TORINO, Italia"
NORD OVEST,10155,L219,,TO1A05700N,,S.GIUSEPPE LAVORATORE,,TORINO,SCUOLA INFANZIA NON STATALE,,,maternareba@alice.it,Non Disponibile,V.BOTTICELLI 11/15,TORINO,PIEMONTE,Non Disponibile,201718,"V.BOTTICELLI 11/15, TORINO, Italia"
NORD OVEST,10155,L219,,TO1A055002,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmtronzano@comune.torino.it,Non Disponibile,V.TRONZANO 20,TORINO,PIEMONTE,Non Disponibile,201718,"V.TRONZANO 20, TORINO, Italia"
NORD OVEST,10137,L219,,TO1E7Z500A,,BUDDIES ELEMENTARY SCHOOL,,TORINO,SCUOLA PRIMARIA NON STATALE,,,Non Disponibile,Non Disponibile,"CORSO AGNELLI,20 C",TORINO,PIEMONTE,Non Disponibile,201718,"CORSO AGNELLI,20 C, TORINO, Italia"
NORD OVEST,10121,L219,,TO1A092001,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.GIULIO 30,TORINO,PIEMONTE,Non Disponibile,201718,"V.GIULIO 30, TORINO, Italia"
NORD OVEST,10154,L219,,TO1A090009,,UMBERTO I,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.PAROLETTI 15,TORINO,PIEMONTE,Non Disponibile,201718,"V.PAROLETTI 15, TORINO, Italia"
NORD OVEST,10153,L219,,TO1A08600N,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmvarallo@comune.torino.it,Non Disponibile,V.VARALLO 33,TORINO,PIEMONTE,Non Disponibile,201718,"V.VARALLO 33, TORINO, Italia"
NORD OVEST,10135,L219,,TO1A02100V,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmguala@comune.torino.it,Non Disponibile,P.za GUALA 140,TORINO,PIEMONTE,Non Disponibile,201718,"P.za GUALA 140, TORINO, Italia"
NORD OVEST,10139,L219,,TO1A01900V,,DUCHESSA ELENA D'AOSTA,,TORINO,SCUOLA INFANZIA NON STATALE,,,SCUOLA_ELENA@TISCALI.IT,Non Disponibile,C.SO FRANCIA 139,TORINO,PIEMONTE,Non Disponibile,201718,"C.SO FRANCIA 139, TORINO, Italia"
NORD OVEST,10139,L219,,TO1A018003,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,"V.MORETTA, 57",TORINO,PIEMONTE,Non Disponibile,201718,"V.MORETTA, 57, TORINO, Italia"
NORD OVEST,10127,L219,,TO1A01600B,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmpisacane@comune.torino.it,Non Disponibile,V.PISACANE 71,TORINO,PIEMONTE,Non Disponibile,201718,"V.PISACANE 71, TORINO, Italia"
NORD OVEST,10147,L219,,TO1A01300X,,VIBERTI,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmcambiano@comune.torino.it,Non Disponibile,V.CAMBIANO 10,TORINO,PIEMONTE,Non Disponibile,201718,"V.CAMBIANO 10, TORINO, Italia"
NORD OVEST,10149,L219,,TO1A004005,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmassisi@comune.torino.it,Non Disponibile,V.ASSISI 45,TORINO,PIEMONTE,Non Disponibile,201718,"V.ASSISI 45, TORINO, Italia"
NORD OVEST,10142,L219,,TO1A00200D,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmmontecristallo@comune.torino.it,Non Disponibile,V.Monte Cristallo 9,TORINO,PIEMONTE,Non Disponibile,201718,"V.Monte Cristallo 9, TORINO, Italia"
NORD OVEST,10136,L219,,TO1A084002,,SANTA RITA,,TORINO,SCUOLA INFANZIA NON STATALE,,,scuolamaterna@srita.it,Non Disponibile,V.VERNAZZA 41,TORINO,PIEMONTE,www.infanziasantarita-torino.it,201718,"V.VERNAZZA 41, TORINO, Italia"
NORD OVEST,10138,L219,,TO1A01000C,,BRUINO 14,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmbruino@comune.torino.it,Non Disponibile,V.BRUINO 14,TORINO,PIEMONTE,Non Disponibile,201718,"V.BRUINO 14, TORINO, Italia"
NORD OVEST,10149,L219,,TO1A00800C,,REGINA PACIS,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.MESSEDAGLIA 7,TORINO,PIEMONTE,Non Disponibile,201718,"V.MESSEDAGLIA 7, TORINO, Italia"
NORD OVEST,10148,L219,,TO1A00600R,,E 14,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmreissromoli@comune.torino.it,Non Disponibile,V.REISS ROMOLI 49,TORINO,PIEMONTE,Non Disponibile,201718,"V.REISS ROMOLI 49, TORINO, Italia"
NORD OVEST,10147,L219,,TO1A005001,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmcoppino@comune.torino.it,Non Disponibile,V.COPPINO 147,TORINO,PIEMONTE,Non Disponibile,201718,"V.COPPINO 147, TORINO, Italia"
NORD OVEST,10142,L219,,TO1A003009,,SACRO CUORE,,TORINO,SCUOLA INFANZIA NON STATALE,,,toscuoreinfanzia@fma-ipi.it,Non Disponibile,V.S.M.Mazzarello 102,TORINO,PIEMONTE,www.isacu.it,201718,"V.S.M.Mazzarello 102, TORINO, Italia"
NORD OVEST,10142,L219,,TO1A00100N,,BRISSOGNE,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmbrissogne@comune.torino.it,Non Disponibile,V.BRISSOGNE 39,TORINO,PIEMONTE,Non Disponibile,201718,"V.BRISSOGNE 39, TORINO, Italia"
NORD OVEST,10144,L219,,TOTF055007,,INTERNAZIONALE,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,internazion@hotmail.com,Non Disponibile,V.BONZANIGO 8,TORINO,PIEMONTE,www.internazionale.biz,201718,"V.BONZANIGO 8, TORINO, Italia"
NORD OVEST,10135,L219,,TOTF01500R,,AGNELLI EDOARDO,,TORINO,SCUOLA SEC. SECONDO GRADO NON STATALE,,,Non Disponibile,Non Disponibile,C.O UNIONE SOVIETICA 312,TORINO,PIEMONTE,www.agnelli.it,201718,"C.O UNIONE SOVIETICA 312, TORINO, Italia"
NORD OVEST,10151,L219,,TO1A14700X,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmprimule@comune.torino.it,Non Disponibile,VIA PRIMULE 36/C,TORINO,PIEMONTE,Non Disponibile,201718,"VIA PRIMULE 36/C, TORINO, Italia"
NORD OVEST,10123,L219,,TO1A145008,,S.GIUSEPPE,,TORINO,SCUOLA INFANZIA NON STATALE,,,direzione@collegiosangiuseppe.it,Non Disponibile,V.S.F.da PAOLA 23,TORINO,PIEMONTE,Non Disponibile,201718,"V.S.F.da PAOLA 23, TORINO, Italia"
NORD OVEST,10121,L219,,TO1A09500C,,S.ANNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,maternasantanna@tiscali.it,Non Disponibile,V.CONSOLATA 20,TORINO,PIEMONTE,Non Disponibile,201718,"V.CONSOLATA 20, TORINO, Italia"
NORD OVEST,10136,L219,,TO1A08200A,,PRINCIPE V.EMANUELE,,TORINO,SCUOLA INFANZIA NON STATALE,,,ist.pve@libero.it,Non Disponibile,C.so U.SOVIETICA 170,TORINO,PIEMONTE,www.istitutoprincipevittorioemanuele.it,201718,"C.so U.SOVIETICA 170, TORINO, Italia"
NORD OVEST,10136,L219,,TO1A08000P,,BALTIMORA 64,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmbaltimora@comune.torino.it,Non Disponibile,V.BALTIMORA 64,TORINO,PIEMONTE,Non Disponibile,201718,"V.BALTIMORA 64, TORINO, Italia"
NORD OVEST,10137,L219,,TO1A07800P,,RUBINO 82,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmrubino@comune.torino.it,Non Disponibile,V.RUBINO 82,TORINO,PIEMONTE,Non Disponibile,201718,"V.RUBINO 82, TORINO, Italia"
NORD OVEST,10138,L219,,TO1A110009,,MADRE MAZZARELLO,,TORINO,SCUOLA INFANZIA NON STATALE,,,MATERNA.MAZZARELLO@LIBERO.IT,Non Disponibile,V.CUMIANA 2,TORINO,PIEMONTE,liceomazzarello.it,201718,"V.CUMIANA 2, TORINO, Italia"
NORD OVEST,10146,L219,,TO1A067008,,S.MARIA GORETTI,,TORINO,SCUOLA INFANZIA NON STATALE,,,scuola.goretti@tiscali.it,Non Disponibile,V.SERVAIS 135,TORINO,PIEMONTE,Non Disponibile,201718,"V.SERVAIS 135, TORINO, Italia"
NORD OVEST,10139,L219,,TO1ACM500D,,PICCOLO PRINCIPE,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,"VIA RUBIANA,8",TORINO,PIEMONTE,scuolapiccoloprincipe.it,201718,"VIA RUBIANA,8, TORINO, Italia"
NORD OVEST,10155,L219,,TO1A05600T,,RESI MARINOTTI,,TORINO,SCUOLA INFANZIA NON STATALE,,,TOSTURA@FMA-IPI.IT,Non Disponibile,V.MARINUZZI 10,TORINO,PIEMONTE,Non Disponibile,201718,"V.MARINUZZI 10, TORINO, Italia"
NORD OVEST,10155,L219,,TO1A054006,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmscotellaro@comune.torino.it,Non Disponibile,V.SCOTELLARO 19,TORINO,PIEMONTE,Non Disponibile,201718,"V.SCOTELLARO 19, TORINO, Italia"
NORD OVEST,10153,L219,,TO1A05200E,,S.GIULIO D'ORTA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.VERBANO 6,TORINO,PIEMONTE,Non Disponibile,201718,"V.VERBANO 6, TORINO, Italia"
NORD OVEST,10124,L219,,TO1A05100P,,SCUOLA INFANZIA MADRE CABRINI,,TORINO,SCUOLA INFANZIA NON STATALE,,,CABRINI.TO@TIN.IT,Non Disponibile,V.ARTISTI 4,TORINO,PIEMONTE,www.istitutocabrinitorino.it,201718,"V.ARTISTI 4, TORINO, Italia"
NORD OVEST,10146,L219,,TO1A04900P,,SS.NATALE,,TORINO,SCUOLA INFANZIA NON STATALE,,,economatogen@ssnatale.org,Non Disponibile,V.PIEDICAVALLO 5,TORINO,PIEMONTE,Non Disponibile,201718,"V.PIEDICAVALLO 5, TORINO, Italia"
NORD OVEST,10146,L219,,TO1A04800V,,TESORIERA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmasinaridibernezzo@comune.torino.it,Non Disponibile,V.A.BERNEZZO 23,TORINO,PIEMONTE,Non Disponibile,201718,"V.A.BERNEZZO 23, TORINO, Italia"
NORD OVEST,10146,L219,,TO1A047003,,CASA DEL SOLE,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmvalgioie@comune.torino.it,Non Disponibile,V.VALGIOIE 10,TORINO,PIEMONTE,Non Disponibile,201718,"V.VALGIOIE 10, TORINO, Italia"
NORD OVEST,10146,L219,,TO1A04500B,,DEMURO,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmlessona@comune.torino.it,Non Disponibile,V.LESSONA 70,TORINO,PIEMONTE,Non Disponibile,201718,"V.LESSONA 70, TORINO, Italia"
NORD OVEST,10137,L219,,TO1A06500L,,BRUNELLA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmromita@comune.torino.it,Non Disponibile,V.ROMITA 19,TORINO,PIEMONTE,Non Disponibile,201718,"V.ROMITA 19, TORINO, Italia"
NORD OVEST,10125,L219,,TO1A12700P,,ONORATO MORELLI,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.ASILO 3,TORINO,PIEMONTE,http://www.asilomorellittorino.it,201718,"V.ASILO 3, TORINO, Italia"
NORD OVEST,10125,L219,,TO1A125003,,BONACOSSA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.NIZZA 22/F,TORINO,PIEMONTE,Non Disponibile,201718,"V.NIZZA 22/F, TORINO, Italia"
